Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
48,o48,20-06-16,25-06-16,Standard Class,48,Consumer,Nigeria,Ebonyi,East,a48,Technology,Accessories,45,3,0,4.95
49,o49,20-06-16,25-06-16,Standard Class,49,Consumer,Nigeria,Ebonyi,East,a49,Technology,Phones,21.8,2,0,6.104
50,o50,18-04-15,22-04-15,Standard Class,50,Consumer,Nigeria,Osun,Central,a50,Office Supplies,Binders,38.22,6,0,17.9634
51,o51,18-04-15,22-04-15,Standard Class,51,Consumer,Nigeria,Osun,Central,a51,Office Supplies,Labels,75.18,6,0,35.3346
52,o52,18-04-15,22-04-15,Standard Class,52,Consumer,Nigeria,Osun,Central,a52,Furniture,Furnishings,6.16,2,0,2.9568
53,o53,18-04-15,22-04-15,Standard Class,53,Consumer,Nigeria,Osun,Central,a53,Furniture,Chairs,89.99,1,0,17.0981
54,o54,11-12-16,17-12-16,Standard Class,54,Corporate,Nigeria,Cross River,East,a54,Office Supplies,Fasteners,15.26,7,0,6.2566
55,o55,11-12-16,17-12-16,Standard Class,55,Corporate,Nigeria,Cross River,East,a55,Technology,Phones,1029.95,5,0,298.6855
56,o56,17-06-16,18-06-16,First Class,56,Consumer,Nigeria,Cross River,East,a56,Office Supplies,Storage,208.56,6,0,52.14
57,o57,17-06-16,18-06-16,First Class,57,Consumer,Nigeria,Cross River,East,a57,Office Supplies,Paper,32.4,5,0,15.552
58,o58,17-06-16,18-06-16,First Class,58,Consumer,Nigeria,Cross River,East,a58,Furniture,Chairs,319.41,5,0.1,7.098
59,o59,17-06-16,18-06-16,First Class,59,Consumer,Nigeria,Cross River,East,a59,Office Supplies,Paper,14.56,2,0,6.9888
60,o60,17-06-16,18-06-16,First Class,60,Consumer,Nigeria,Cross River,East,a60,Technology,Accessories,30,2,0,3.3
61,o61,17-06-16,18-06-16,First Class,61,Consumer,Nigeria,Cross River,East,a61,Office Supplies,Binders,48.48,4,0.2,16.362
62,o62,17-06-16,18-06-16,First Class,62,Consumer,Nigeria,Cross River,East,a62,Office Supplies,Art,1.68,1,0,0.84
63,o63,24-11-15,30-11-15,Standard Class,63,Consumer,Nigeria,Lagos,West,a63,Technology,Accessories,13.98,2,0,6.1512
64,o64,24-11-15,30-11-15,Standard Class,64,Consumer,Nigeria,Lagos,West,a64,Office Supplies,Binders,25.824,6,0.2,9.3612
65,o65,24-11-15,30-11-15,Standard Class,65,Consumer,Nigeria,Lagos,West,a65,Office Supplies,Paper,146.73,3,0,68.9631
66,o66,24-11-15,30-11-15,Standard Class,66,Consumer,Nigeria,Lagos,West,a66,Furniture,Furnishings,79.76,4,0,22.3328
67,o67,30-04-15,05-05-15,Standard Class,67,Home Office,Nigeria,Katsina,Central,a67,Furniture,Chairs,213.115,5,0.3,-15.2225
68,o68,05-12-14,10-12-14,Standard Class,68,Corporate,Nigeria,Edo,West,a68,Office Supplies,Art,1113.024,8,0.2,111.3024
69,o69,05-12-14,10-12-14,Standard Class,69,Corporate,Nigeria,Edo,West,a69,Technology,Phones,167.968,4,0.2,62.988
70,o70,04-06-16,06-06-16,First Class,70,Consumer,Nigeria,Bayelsa,South,a70,Office Supplies,Paper,75.88,2,0,35.6636
71,o71,18-09-16,23-09-16,Standard Class,71,Consumer,Nigeria,Cross River,East,a71,Office Supplies,Binders,4.616,1,0.2,1.731
72,o72,14-09-17,17-09-17,Second Class,72,Consumer,Nigeria,Delta,Central,a72,Office Supplies,Paper,19.05,3,0,8.763
73,o73,26-04-15,02-05-15,Standard Class,73,Consumer,Nigeria,Akwa Ibom,South,a73,Furniture,Chairs,831.936,8,0.2,-114.3912
74,o74,26-04-15,02-05-15,Standard Class,74,Consumer,Nigeria,Akwa Ibom,South,a74,Furniture,Furnishings,97.04,2,0.2,1.213
75,o75,26-04-15,02-05-15,Standard Class,75,Consumer,Nigeria,Akwa Ibom,South,a75,Office Supplies,Storage,72.784,1,0.2,-18.196
76,o76,09-12-17,11-12-17,First Class,76,Corporate,Nigeria,Imo,Central,a76,Office Supplies,Binders,1.248,3,0.8,-1.9344
77,o77,09-12-17,11-12-17,First Class,77,Corporate,Nigeria,Imo,Central,a77,Furniture,Furnishings,9.708,3,0.6,-5.8248
78,o78,09-12-17,11-12-17,First Class,78,Corporate,Nigeria,Imo,Central,a78,Office Supplies,Storage,27.24,3,0.2,2.724
79,o79,26-11-14,01-12-14,Second Class,79,Consumer,Nigeria,Imo,Central,a79,Furniture,Furnishings,19.3,5,0.6,-14.475
80,o80,12-06-16,15-06-16,First Class,80,Corporate,Nigeria,Benue,South,a80,Office Supplies,Appliances,208.16,1,0,56.2032
81,o81,12-06-16,15-06-16,First Class,81,Corporate,Nigeria,Benue,South,a81,Office Supplies,Binders,16.74,3,0,8.0352
82,o82,12-10-14,16-10-14,Standard Class,82,Consumer,Nigeria,Lagos,West,a82,Office Supplies,Art,14.9,5,0,4.172
83,o83,12-10-14,16-10-14,Standard Class,83,Consumer,Nigeria,Lagos,West,a83,Office Supplies,Storage,21.39,1,0,6.2031
84,o84,03-09-15,08-09-15,Standard Class,84,Corporate,Nigeria,Enugu,South,a84,Office Supplies,Envelopes,200.984,7,0.2,62.8075
85,o85,13-11-17,16-11-17,First Class,85,Home Office,Nigeria,Katsina,Central,a85,Office Supplies,Storage,230.376,3,0.2,-48.9549
86,o86,28-05-17,30-05-17,Second Class,86,Consumer,Nigeria,Anambra,South,a86,Furniture,Chairs,301.96,2,0,33.2156
87,o87,26-10-17,02-11-17,Standard Class,87,Consumer,Nigeria,Ekiti,Central,a87,Technology,Accessories,19.99,1,0,6.7966
88,o88,26-10-17,02-11-17,Standard Class,88,Consumer,Nigeria,Ekiti,Central,a88,Office Supplies,Labels,6.16,2,0,2.9568
89,o89,05-04-16,10-04-16,Second Class,89,Home Office,Nigeria,Imo,Central,a89,Office Supplies,Storage,158.368,7,0.2,13.8572
90,o90,17-09-16,22-09-16,Standard Class,90,Corporate,Nigeria,Lagos,West,a90,Office Supplies,Art,20.1,3,0,6.633
91,o91,17-09-16,22-09-16,Standard Class,91,Corporate,Nigeria,Lagos,West,a91,Technology,Phones,73.584,2,0.2,8.2782
92,o92,17-09-16,22-09-16,Standard Class,92,Corporate,Nigeria,Lagos,West,a92,Office Supplies,Paper,6.48,1,0,3.1104
93,o93,31-01-15,05-02-15,Second Class,93,Consumer,Nigeria,Ekiti,Central,a93,Office Supplies,Paper,12.96,2,0,6.2208
94,o94,31-01-15,05-02-15,Second Class,94,Consumer,Nigeria,Ekiti,Central,a94,Furniture,Furnishings,53.34,3,0,16.5354
95,o95,31-01-15,05-02-15,Second Class,95,Consumer,Nigeria,Ekiti,Central,a95,Office Supplies,Binders,32.96,2,0,16.1504
96,o96,06-11-17,12-11-17,Standard Class,96,Home Office,Nigeria,Borno,West,a96,Office Supplies,Binders,5.682,1,0.7,-3.788
97,o97,09-11-17,11-11-17,Second Class,97,Home Office,Nigeria,Cross River,East,a97,Furniture,Furnishings,96.53,7,0,40.5426
98,o98,17-06-17,20-06-17,First Class,98,Consumer,Nigeria,Lagos,West,a98,Office Supplies,Binders,51.312,3,0.2,17.9592
99,o99,06-09-16,11-09-16,Standard Class,99,Corporate,Nigeria,Ekiti,Central,a99,Office Supplies,Appliances,77.88,6,0,22.5852
100,o100,29-08-16,02-09-16,Standard Class,100,Home Office,Nigeria,Katsina,Central,a100,Office Supplies,Paper,64.624,7,0.2,22.6184
101,o101,29-08-16,02-09-16,Standard Class,101,Home Office,Nigeria,Katsina,Central,a101,Technology,Accessories,95.976,3,0.2,-10.7973
102,o102,29-08-16,02-09-16,Standard Class,102,Home Office,Nigeria,Katsina,Central,a102,Office Supplies,Binders,1.788,3,0.8,-3.0396
103,o103,01-12-16,04-12-16,Second Class,103,Consumer,Nigeria,Ekiti,Central,a103,Office Supplies,Paper,23.92,4,0,11.7208
104,o104,13-11-15,17-11-15,Standard Class,104,Consumer,Nigeria,Bauchi,West,a104,Technology,Accessories,238.896,6,0.2,-26.8758
105,o105,13-11-15,17-11-15,Standard Class,105,Consumer,Nigeria,Bauchi,West,a105,Furniture,Furnishings,102.36,3,0.2,-3.8385
106,o106,13-11-15,17-11-15,Standard Class,106,Consumer,Nigeria,Bauchi,West,a106,Office Supplies,Binders,36.882,3,0.7,-25.8174
107,o107,23-11-17,28-11-17,Standard Class,107,Consumer,Nigeria,Enugu,South,a107,Technology,Accessories,74.112,8,0.2,17.6016
108,o108,23-11-17,28-11-17,Standard Class,108,Consumer,Nigeria,Enugu,South,a108,Technology,Phones,27.992,1,0.2,2.0994
109,o109,23-11-17,28-11-17,Standard Class,109,Consumer,Nigeria,Enugu,South,a109,Office Supplies,Art,3.304,1,0.2,1.0738
110,o110,15-10-15,20-10-15,Standard Class,110,Home Office,Nigeria,Katsina,Central,a110,Technology,Accessories,339.96,5,0.2,67.992
111,o111,25-12-17,30-12-17,Standard Class,111,Corporate,Nigeria,Cross River,East,a111,Furniture,Furnishings,41.96,2,0,10.9096
112,o112,03-11-16,10-11-16,Standard Class,112,Consumer,Nigeria,Gombe,Central,a112,Office Supplies,Art,75.96,2,0,22.788
113,o113,03-11-16,10-11-16,Standard Class,113,Consumer,Nigeria,Gombe,Central,a113,Office Supplies,Binders,27.24,6,0,13.3476
114,o114,25-08-14,27-08-14,Second Class,114,Consumer,Nigeria,Adamawa,East,a114,Office Supplies,Fasteners,40.096,14,0.2,14.5348
115,o115,25-08-14,27-08-14,Second Class,115,Consumer,Nigeria,Adamawa,East,a115,Office Supplies,Envelopes,4.72,2,0.2,1.652
116,o116,25-08-14,27-08-14,Second Class,116,Consumer,Nigeria,Adamawa,East,a116,Office Supplies,Paper,23.976,3,0.2,7.4925
117,o117,25-08-14,27-08-14,Second Class,117,Consumer,Nigeria,Adamawa,East,a117,Office Supplies,Envelopes,130.464,6,0.2,44.0316
118,o118,02-03-15,06-03-15,Standard Class,118,Consumer,Nigeria,Rivers ,West,a118,Furniture,Tables,787.53,3,0,165.3813
119,o119,05-04-15,10-04-15,Standard Class,119,Corporate,Nigeria,Akwa Ibom,South,a119,Office Supplies,Binders,157.794,1,0.7,-115.7156
120,o120,12-06-16,15-06-16,First Class,120,Consumer,Nigeria,Ebonyi,East,a120,Furniture,Furnishings,47.04,3,0,18.3456
121,o121,12-06-16,15-06-16,First Class,121,Consumer,Nigeria,Ebonyi,East,a121,Office Supplies,Binders,30.84,4,0,13.878
122,o122,12-06-16,15-06-16,First Class,122,Consumer,Nigeria,Ebonyi,East,a122,Office Supplies,Storage,226.56,6,0,63.4368
123,o123,12-06-16,15-06-16,First Class,123,Consumer,Nigeria,Ebonyi,East,a123,Office Supplies,Envelopes,115.02,9,0,51.759
124,o124,12-06-16,15-06-16,First Class,124,Consumer,Nigeria,Ebonyi,East,a124,Technology,Phones,68.04,7,0,19.7316
125,o125,26-12-14,28-12-14,Second Class,125,Home Office,Nigeria,Imo,Central,a125,Furniture,Chairs,600.558,3,0.3,-8.5794
126,o126,20-09-14,25-09-14,Standard Class,126,Consumer,Nigeria,Katsina,Central,a126,Furniture,Tables,617.7,6,0.5,-407.682
127,o127,05-11-17,12-11-17,Standard Class,127,Consumer,Nigeria,Edo,West,a127,Office Supplies,Binders,2.388,2,0.7,-1.8308
128,o128,05-11-17,12-11-17,Standard Class,128,Consumer,Nigeria,Edo,West,a128,Office Supplies,Storage,243.992,7,0.2,30.499
129,o129,06-11-16,10-11-16,Second Class,129,Home Office,Nigeria,Lagos,West,a129,Furniture,Chairs,81.424,2,0.2,-9.1602
130,o130,06-11-16,10-11-16,Second Class,130,Home Office,Nigeria,Lagos,West,a130,Furniture,Furnishings,238.56,3,0,26.2416
131,o131,02-02-17,05-02-17,First Class,131,Corporate,Nigeria,Adamawa,East,a131,Technology,Phones,59.97,5,0.4,-11.994
132,o132,02-02-17,05-02-17,First Class,132,Corporate,Nigeria,Adamawa,East,a132,Office Supplies,Paper,78.304,2,0.2,29.364
133,o133,02-02-17,05-02-17,First Class,133,Corporate,Nigeria,Adamawa,East,a133,Office Supplies,Fasteners,21.456,9,0.2,6.9732
134,o134,13-10-16,19-10-16,Standard Class,134,Consumer,Nigeria,Lagos,West,a134,Office Supplies,Paper,20.04,3,0,9.6192
135,o135,13-10-16,19-10-16,Standard Class,135,Consumer,Nigeria,Lagos,West,a135,Office Supplies,Paper,35.44,1,0,16.6568
136,o136,13-10-16,19-10-16,Standard Class,136,Consumer,Nigeria,Lagos,West,a136,Office Supplies,Art,11.52,4,0,3.456
137,o137,13-10-16,19-10-16,Standard Class,137,Consumer,Nigeria,Lagos,West,a137,Office Supplies,Fasteners,4.02,2,0,1.9698
138,o138,13-10-16,19-10-16,Standard Class,138,Consumer,Nigeria,Lagos,West,a138,Office Supplies,Binders,76.176,3,0.2,26.6616
139,o139,13-10-16,19-10-16,Standard Class,139,Consumer,Nigeria,Lagos,West,a139,Office Supplies,Supplies,65.88,6,0,18.4464
140,o140,13-10-16,19-10-16,Standard Class,140,Consumer,Nigeria,Lagos,West,a140,Furniture,Furnishings,43.12,14,0,20.6976
141,o141,05-09-16,07-09-16,Second Class,141,Corporate,Nigeria,FCT,East,a141,Furniture,Furnishings,82.8,2,0.2,10.35
142,o142,18-09-17,23-09-17,Standard Class,142,Corporate,Nigeria,Lagos,West,a142,Office Supplies,Art,8.82,3,0,2.3814
143,o143,18-09-17,23-09-17,Standard Class,143,Corporate,Nigeria,Lagos,West,a143,Office Supplies,Envelopes,10.86,3,0,5.1042
144,o144,18-09-17,23-09-17,Standard Class,144,Corporate,Nigeria,Lagos,West,a144,Office Supplies,Paper,143.7,3,0,68.976
145,o145,22-12-17,27-12-17,Standard Class,145,Consumer,Nigeria,Niger,Central,a145,Office Supplies,Appliances,839.43,3,0,218.2518
146,o146,07-09-15,12-09-15,Standard Class,146,Consumer,Nigeria,Lagos,West,a146,Office Supplies,Storage,671.93,7,0,20.1579
147,o147,22-10-14,28-10-14,Standard Class,147,Home Office,Nigeria,Adamawa,East,a147,Furniture,Furnishings,93.888,4,0.2,12.9096
148,o148,05-12-16,09-12-16,Standard Class,148,Corporate,Nigeria,Oyo ,Central,a148,Technology,Phones,384.45,11,0,103.8015
149,o149,05-12-16,09-12-16,Standard Class,149,Corporate,Nigeria,Oyo ,Central,a149,Technology,Phones,149.97,3,0,5.9988
150,o150,05-12-16,09-12-16,Standard Class,150,Corporate,Nigeria,Oyo ,Central,a150,Furniture,Chairs,1951.84,8,0,585.552
151,o151,05-12-16,09-12-16,Standard Class,151,Corporate,Nigeria,Oyo ,Central,a151,Office Supplies,Binders,171.55,5,0,80.6285
152,o152,13-03-16,16-03-16,First Class,152,Home Office,Nigeria,Edo,West,a152,Office Supplies,Appliances,157.92,5,0.2,17.766
153,o153,13-03-16,16-03-16,First Class,153,Home Office,Nigeria,Edo,West,a153,Technology,Phones,203.184,2,0.2,15.2388
154,o154,31-05-15,02-06-15,First Class,154,Corporate,Nigeria,Lagos,West,a154,Office Supplies,Paper,58.38,7,0,26.271
155,o155,31-05-15,02-06-15,First Class,155,Corporate,Nigeria,Lagos,West,a155,Office Supplies,Paper,105.52,4,0,48.5392
156,o156,31-05-15,02-06-15,First Class,156,Corporate,Nigeria,Lagos,West,a156,Office Supplies,Storage,80.88,6,0,21.0288
157,o157,28-05-15,03-06-15,Standard Class,157,Home Office,Nigeria,Rivers ,West,a157,Office Supplies,Art,6.63,3,0,1.7901
158,o158,01-03-14,06-03-14,Second Class,158,Consumer,Nigeria,Rivers ,West,a158,Furniture,Chairs,457.568,2,0.2,51.4764
159,o159,20-11-16,24-11-16,Standard Class,159,Consumer,Nigeria,Jigawa,Central,a159,Office Supplies,Labels,14.62,2,0,6.8714
160,o160,20-11-16,24-11-16,Standard Class,160,Consumer,Nigeria,Jigawa,Central,a160,Technology,Phones,944.93,7,0,236.2325
161,o161,11-05-16,12-05-16,First Class,161,Consumer,Nigeria,Lagos,West,a161,Office Supplies,Paper,5.98,1,0,2.691
162,o162,28-12-15,31-12-15,Second Class,162,Consumer,Nigeria,FCT,East,a162,Technology,Accessories,54.384,2,0.2,1.3596
163,o163,16-11-16,20-11-16,Standard Class,163,Consumer,Nigeria,Kebbi ,West,a163,Office Supplies,Envelopes,28.4,5,0,13.348
164,o164,07-11-16,11-11-16,Standard Class,164,Consumer,Nigeria,Rivers ,West,a164,Office Supplies,Binders,27.68,2,0.2,9.688
165,o165,08-09-14,12-09-14,Standard Class,165,Consumer,Nigeria,Imo,Central,a165,Office Supplies,Art,9.936,3,0.2,2.7324
166,o166,08-09-14,12-09-14,Standard Class,166,Consumer,Nigeria,Imo,Central,a166,Technology,Machines,8159.952,8,0.4,-1359.992
167,o167,08-09-14,12-09-14,Standard Class,167,Consumer,Nigeria,Imo,Central,a167,Office Supplies,Storage,275.928,3,0.2,-58.6347
168,o168,08-09-14,12-09-14,Standard Class,168,Consumer,Nigeria,Imo,Central,a168,Furniture,Chairs,1740.06,9,0.3,-24.858
169,o169,08-09-14,12-09-14,Standard Class,169,Consumer,Nigeria,Imo,Central,a169,Office Supplies,Art,32.064,6,0.2,6.8136
170,o170,08-09-14,12-09-14,Standard Class,170,Consumer,Nigeria,Imo,Central,a170,Office Supplies,Appliances,177.98,5,0.8,-453.849
171,o171,08-09-14,12-09-14,Standard Class,171,Consumer,Nigeria,Imo,Central,a171,Technology,Phones,143.976,3,0.2,8.9985
172,o172,05-08-14,09-08-14,Standard Class,172,Consumer,Nigeria,Lagos,West,a172,Office Supplies,Paper,20.94,3,0,9.8418
173,o173,05-08-14,09-08-14,Standard Class,173,Consumer,Nigeria,Lagos,West,a173,Office Supplies,Paper,110.96,2,0,53.2608
174,o174,05-08-14,09-08-14,Standard Class,174,Consumer,Nigeria,Lagos,West,a174,Furniture,Chairs,340.144,7,0.2,21.259
175,o175,14-09-14,19-09-14,Standard Class,175,Corporate,Nigeria,Katsina,Central,a175,Office Supplies,Appliances,52.448,2,0.8,-131.12
176,o176,14-09-14,19-09-14,Standard Class,176,Corporate,Nigeria,Katsina,Central,a176,Office Supplies,Labels,20.16,4,0.2,6.552
177,o177,21-04-17,25-04-17,Second Class,177,Consumer,Nigeria,Imo,Central,a177,Office Supplies,Appliances,97.264,4,0.8,-243.16
178,o178,21-11-15,23-11-15,Second Class,178,Consumer,Nigeria,Adamawa,East,a178,Furniture,Chairs,396.802,7,0.3,-11.3372
179,o179,21-11-15,23-11-15,Second Class,179,Consumer,Nigeria,Adamawa,East,a179,Office Supplies,Supplies,15.88,5,0.2,-3.7715
180,o180,15-12-15,19-12-15,Standard Class,180,Home Office,Nigeria,Cross River,East,a180,Office Supplies,Art,3.28,1,0,1.4104
181,o181,05-12-14,09-12-14,Second Class,181,Corporate,Nigeria,Katsina,Central,a181,Office Supplies,Storage,24.816,2,0.2,1.8612
182,o182,05-12-14,09-12-14,Second Class,182,Corporate,Nigeria,Katsina,Central,a182,Technology,Accessories,408.744,7,0.2,76.6395
183,o183,19-11-14,24-11-14,Second Class,183,Home Office,Nigeria,Kogi,South,a183,Technology,Phones,503.96,4,0,131.0296
184,o184,19-11-14,24-11-14,Second Class,184,Home Office,Nigeria,Kogi,South,a184,Technology,Phones,149.95,5,0,41.986
185,o185,19-11-14,24-11-14,Second Class,185,Home Office,Nigeria,Kogi,South,a185,Technology,Accessories,29,2,0,7.25
186,o186,28-11-16,02-12-16,Standard Class,186,Consumer,Nigeria,Nasarawa,East,a186,Office Supplies,Binders,7.16,2,0,3.4368
187,o187,26-08-14,30-08-14,Standard Class,187,Home Office,Nigeria,Lagos,West,a187,Technology,Accessories,176.8,8,0,22.984
188,o188,16-07-16,22-07-16,Standard Class,188,Corporate,Nigeria,Imo,Central,a188,Office Supplies,Storage,37.224,3,0.2,3.7224
189,o189,16-07-16,22-07-16,Standard Class,189,Corporate,Nigeria,Imo,Central,a189,Office Supplies,Paper,20.016,3,0.2,6.255
190,o190,12-10-15,14-10-15,First Class,190,Home Office,Nigeria,Cross River,East,a190,Furniture,Bookcases,899.136,4,0.2,112.392
191,o191,12-10-15,14-10-15,First Class,191,Home Office,Nigeria,Cross River,East,a191,Technology,Phones,71.76,6,0,20.0928
192,o192,12-10-15,14-10-15,First Class,192,Home Office,Nigeria,Cross River,East,a192,Office Supplies,Paper,51.84,8,0,24.8832
193,o193,12-10-15,14-10-15,First Class,193,Home Office,Nigeria,Cross River,East,a193,Furniture,Bookcases,626.352,3,0.2,46.9764
194,o194,12-10-15,14-10-15,First Class,194,Home Office,Nigeria,Cross River,East,a194,Office Supplies,Art,19.9,5,0,6.567
195,o195,31-10-15,06-11-15,Standard Class,195,Corporate,Nigeria,Lagos,West,a195,Office Supplies,Envelopes,14.28,7,0,6.7116
196,o196,21-03-14,25-03-14,Standard Class,196,Consumer,Nigeria,Adamawa,East,a196,Office Supplies,Art,7.408,2,0.2,1.2038
197,o197,21-03-14,25-03-14,Standard Class,197,Consumer,Nigeria,Adamawa,East,a197,Office Supplies,Art,6.048,3,0.2,1.5876
